00:4B:0D,Huawei
00:4F:1A,Huawei
00:50:0B,Cisco
00:50:0F,Cisco
00:50:14,Cisco
00:50:2A,Cisco
00:50:3E,Cisco
00:50:50,Cisco
00:50:53,Cisco
00:50:54,Cisco
00:50:73,Cisco
00:50:80,Cisco
00:50:A2,Cisco
00:50:A7,Cisco
00:50:BA,D-Link
00:50:BD,Cisco
00:50:D1,Cisco
00:50:E2,Cisco
00:50:F0,Cisco
00:56:2B,Cisco
00:56:6D,Huawei
00:57:D2,Cisco
00:59:6C,Cisco
00:59:DC,Cisco
00:5A:13,Huawei
00:5D:73,Cisco
00:5F:67,TP-Link
00:5F:86,Cisco
00:60:09,Cisco
00:60:2F,Cisco
00:60:3E,Cisco
00:60:47,Cisco
00:60:5C,Cisco
00:60:70,Cisco
00:60:83,Cisco
00:61:51,Huawei
00:61:68,Nokia
00:62:EC,Cisco
00:64:40,Cisco
00:66:19,Huawei
00:66:4B,Huawei
00:68:2B,Huawei
00:6B:6F,Huawei
00:6B:F1,Cisco
00:6C:BC,Cisco
00:72:78,Cisco
00:76:86,Cisco
00:77:8D,Cisco
00:77:E4,Nokia
00:78:39,Nokia
00:78:88,Cisco
00:7E:95,Cisco
00:80:C8,D-Link
00:81:C4,Cisco
00:83:20,Huawei
00:87:31,Cisco
00:87:64,Cisco
00:89:C9,Extreme
00:8A:55,Huawei
00:8A:96,Cisco
00:8E:73,Cisco
00:90:0C,Cisco
00:90:21,Cisco
00:90:2B,Cisco
00:90:5F,Cisco
00:90:69,Juniper
00:90:6D,Cisco
00:90:6F,Cisco
00:90:86,Cisco
00:90:92,Cisco
00:90:A6,Cisco
00:90:AB,Cisco
00:90:B1,Cisco
00:90:BF,Cisco
00:90:D9,Cisco
00:90:F2,Cisco
00:94:EC,Huawei
00:99:1D,Huawei
00:9A:CD,Huawei
00:9A:D2,Cisco
00:9E:1E,Cisco
00:A0:C5,Zyxel
00:A2:89,Cisco
00:A2:EE,Cisco
00:A3:8E,Cisco
00:A3:D1,Cisco
00:A4:5F,Huawei
00:A5:BF,Cisco
00:A6:CA,Cisco
00:A7:42,Cisco
00:A9:1D,Huawei
00:AA:6E,Cisco
00:AD:24,D-Link
00:AD:D5,Huawei
00:AF:1F,Cisco
00:B0:4A,Cisco
00:B0:64,Cisco
00:B0:8E,Cisco
00:B0:C2,Cisco
00:B0:E1,Cisco
00:B1:E3,Cisco
00:B6:70,Cisco
00:B7:71,Cisco
00:B8:1D,Extreme
00:B8:B3,Cisco
00:BB:1C,Huawei
00:BC:60,Cisco
00:BD:3A,Nokia
00:BE:3B,Huawei
00:BE:75,Cisco
00:BF:77,Cisco
00:C1:64,Cisco
00:C1:B1,Cisco
00:C5:2C,Juniper
00:C8:8B,Cisco
00:CA:E5,Cisco
00:CC:05,Huawei
00:CC:34,Juniper
00:CC:FC,Cisco
00:D0:06,Cisco
00:D0:58,Cisco
00:D0:63,Cisco
00:D0:78,Eltex
00:D0:79,Cisco
00:D0:90,Cisco
00:D0:95,Nokia
00:D0:97,Cisco
00:D0:BA,Cisco
00:D0:BB,Cisco
00:D0:BC,Cisco
00:D0:C0,Cisco
00:D0:D3,Cisco
00:D0:E4,Cisco
00:D0:F6,Nokia
00:D0:FF,Cisco
00:D6:FE,Cisco
00:D7:8F,Cisco
00:D8:A2,Huawei
00:DA:55,Cisco
00:DC:B2,Extreme
00:DE:FB,Cisco
00:DF:1D,Cisco
00:E0:03,Nokia
00:E0:14,Cisco
00:E0:1E,Cisco
00:E0:2B,Extreme
00:E0:34,Cisco
00:E0:4F,Cisco
00:E0:8F,Cisco
00:E0:A3,Cisco
00:E0:B0,Cisco
00:E0:B1,Nokia
00:E0:DA,Nokia
00:E0:F7,Cisco
00:E0:F9,Cisco
00:E0:FC,Huawei
00:E0:FE,Cisco
00:E1:2F,Huawei
00:E1:6D,Cisco
00:E4:06,Huawei
00:E6:0E,Extreme
00:EA:BD,Cisco
00:EB:D5,Cisco
00:EE:AB,Cisco
00:F2:8B,Cisco
00:F5:FD,Huawei
00:F6:63,Cisco
00:F7:AD,Huawei
00:F8:1C,Huawei
00:F8:2C,Cisco
00:F9:52,Huawei
00:FC:BA,Cisco
00:FD:22,Cisco
00:FE:C8,Cisco
04:02:1F,Huawei
04:0A:83,Nokia
04:0F:66,TP-Link
04:14:71,Huawei
04:18:92,Huawei
04:25:C5,Huawei
04:25:F0,Nokia
04:27:58,Huawei
04:2A:E2,Cisco
04:30:FA,Cisco
04:33:1F,Huawei
04:33:89,Huawei
04:3D:6E,Nokia
04:49:5D,Huawei
04:4A:6C,Huawei
04:4B:B1,Huawei
04:4F:4C,Huawei
04:55:B8,Huawei
04:56:65,Nokia
04:5A:95,Nokia
04:5C:6C,Juniper
04:5F:B9,Cisco
04:62:73,Cisco
04:63:D0,Huawei
04:69:8F,Juniper
04:6C:9D,Cisco
04:74:9E,Huawei
04:75:03,Huawei
04:76:B0,Cisco
04:79:70,Huawei
04:7A:AE,Huawei
04:80:1A,Huawei
04:88:5F,Huawei
04:8C:16,Huawei
04:8C:9A,Huawei
04:9F:CA,Huawei
04:A5:26,Nokia
04:A7:41,Cisco
04:A8:1C,Huawei
04:A8:2A,Nokia
04:B0:E7,Huawei
04:BA:1C,Huawei
04:BA:D6,D-Link
04:BD:70,Huawei
04:BD:97,Cisco
04:BE:58,Huawei
04:BF:6D,Zyxel
04:C0:6F,Huawei
04:C1:D8,Huawei
04:C2:41,Nokia
04:C5:A4,Cisco
04:C8:45,TP-Link
04:CA:ED,Huawei
04:CC:BC,Huawei
04:D3:B5,Huawei
04:DA:D2,Cisco
04:E3:87,Cisco
04:E7:95,Huawei
04:EB:40,Cisco
04:F0:3E,Huawei
04:F1:69,Huawei
04:F3:52,Huawei
04:F4:1C,MikroTik
04:F9:38,Huawei
04:F9:F8,TP-Link
04:FE:7F,Cisco
04:FE:8D,Huawei
04:FF:08,Huawei
08:02:05,Huawei
08:05:E2,Juniper
08:0F:E5,Cisco
08:16:E3,Huawei
08:17:35,Cisco
08:19:A6,Huawei
08:1A:FD,Huawei
08:1F:71,TP-Link
08:1F:F3,Cisco
08:23:C6,Huawei
08:26:97,Zyxel
08:27:6B,Huawei
08:2E:36,Huawei
08:2F:E9,Huawei
08:31:8B,Huawei
08:31:A4,Huawei
08:45:D1,Cisco
08:47:4C,Nokia
08:47:D0,Nokia
08:4F:0A,Huawei
08:4F:A9,Cisco
08:4F:F9,Cisco
08:51:04,Huawei
08:55:31,MikroTik
08:57:00,TP-Link
08:5A:11,D-Link
08:5C:1B,Huawei
08:63:61,Huawei
08:63:8A,Cisco
08:6E:9C,Huawei
08:70:73,Huawei
08:76:71,Juniper
08:79:8C,Huawei
08:7A:4C,Huawei
08:7B:87,Cisco
08:7C:43,Huawei
08:81:F4,Juniper
08:93:56,Huawei
08:94:EC,Huawei
08:96:AD,Cisco
08:97:07,Cisco
08:9B:B9,Nokia
08:9C:86,Nokia
08:9E:84,Huawei
08:A8:42,Huawei
08:B2:58,Juniper
08:B3:D6,Huawei
08:C0:21,Huawei
08:C0:6C,Huawei
08:C6:B3,QTECH
08:CC:68,Cisco
08:CC:A7,Cisco
08:D0:1E,Juniper
08:D0:9F,Cisco
08:D9:45,Huawei
08:DD:82,Huawei
08:E7:E5,Huawei
08:E8:4F,Huawei
08:EA:44,Extreme
08:EB:F6,Huawei
08:EC:F5,Cisco
08:F3:FB,Cisco
08:F4:58,Huawei
08:F4:F0,Cisco
08:FA:28,Huawei
08:FD:58,Huawei
0C:07:F3,Huawei
0C:0E:76,D-Link
0C:0E:CB,Huawei
0C:11:67,Cisco
0C:17:73,Huawei
0C:18:4E,Huawei
0C:23:8D,Huawei
0C:26:43,Cisco
0C:27:24,Cisco
0C:2C:54,Huawei
0C:2E:57,Huawei
0C:31:DC,Huawei
0C:35:4F,Nokia
0C:36:23,Nokia
0C:37:DC,Huawei
0C:41:E9,Huawei
0C:45:BA,Huawei
0C:4B:48,Nokia
0C:4B:54,TP-Link
0C:4F:9B,Huawei
0C:54:B9,Nokia
0C:59:9C,Juniper
0C:67:43,Huawei
0C:68:03,Cisco
0C:70:4A,Huawei
0C:72:2C,TP-Link
0C:75:BD,Cisco
0C:7C:28,Nokia
0C:80:63,TP-Link
0C:81:26,Juniper
0C:82:68,TP-Link
0C:83:06,Huawei
0C:83:9A,Huawei
0C:84:08,Huawei
0C:85:25,Cisco
0C:86:10,Juniper
0C:88:32,Nokia
0C:8B:A2,Huawei
0C:8F:FF,Huawei
0C:96:BF,Huawei
0C:9B:78,Extreme
0C:A4:02,Nokia
0C:AF:31,Cisco
0C:B5:27,Huawei
0C:B5:B3,Huawei
0C:B6:D2,D-Link
0C:B7:87,Huawei
0C:B7:8E,Huawei
0C:BE:F1,Huawei
0C:C6:6A,Nokia
0C:C6:CC,Huawei
0C:D0:F8,Cisco
0C:D5:D3,Cisco
0C:D6:BD,Huawei
0C:D9:96,Cisco
0C:DD:EF,Nokia
0C:E4:A0,Huawei
0C:E5:B5,Huawei
0C:E6:23,Huawei
0C:ED:71,Extreme
0C:EF:15,TP-Link
0C:F5:A4,Cisco
0C:FC:18,Huawei
10:01:77,Huawei
10:05:CA,Cisco
10:05:E1,Nokia
10:06:ED,Cisco
10:0D:8C,Huawei
10:0E:7E,Juniper
10:1B:54,Huawei
10:24:07,Huawei
10:27:F5,TP-Link
10:32:1D,Huawei
10:32:7E,Huawei
10:39:E9,Juniper
10:3B:54,Huawei
10:44:00,Huawei
10:47:38,Nokia
10:47:80,Huawei
10:49:0E,Huawei
10:51:72,Huawei
10:52:BD,Huawei
10:57:25,Cisco
10:5A:95,TP-Link
10:5D:DC,Huawei
10:62:EB,D-Link
10:67:A3,Huawei
10:71:00,Huawei
10:71:B3,Zyxel
10:7B:CE,Nokia
10:7B:EF,Zyxel
10:86:F4,Huawei
10:88:D3,Huawei
10:8A:7B,Nokia
10:8C:CF,Cisco
10:8F:FE,Huawei
10:94:EF,Huawei
10:96:C6,Cisco
10:98:26,Nokia
10:9D:7A,Huawei
10:A3:0F,Huawei
10:A4:DA,Huawei
10:A8:29,Cisco
10:B1:F8,Huawei
10:B3:C6,Cisco
10:B3:D5,Cisco
10:B3:D6,Cisco
10:BC:36,Huawei
10:BD:18,Cisco
10:BE:F5,D-Link
10:C1:72,Huawei
10:C3:AB,Huawei
10:C5:FA,Zyxel
10:C6:1F,Huawei
10:CD:54,Huawei
10:DA:49,Huawei
10:E3:76,Cisco
10:E6:76,Cisco
10:E8:78,Nokia
10:E9:53,Huawei
10:F3:11,Cisco
10:F9:20,Cisco
10:F9:EE,Nokia
10:FC:33,Huawei
10:FE:ED,TP-Link
14:03:38,Huawei
14:09:DC,Huawei
14:0F:42,Nokia
14:13:FB,Huawei
14:16:9D,Cisco
14:18:26,Nokia
14:19:23,Cisco
14:23:0A,Huawei
14:30:04,Huawei
14:33:75,Zyxel
14:36:05,Nokia
14:36:0E,Zyxel
14:3B:51,Huawei
14:3C:C3,Huawei
14:3E:60,Nokia
14:46:58,Huawei
14:49:20,Huawei
14:49:C5,Huawei
14:51:20,Huawei
14:55:94,Huawei
14:55:B9,Nokia
14:56:3A,Huawei
14:57:9F,Huawei
14:5E:BC,Huawei
14:5F:94,Huawei
14:65:6A,Huawei
14:75:90,TP-Link
14:77:40,Huawei
14:7B:AC,Nokia
14:84:73,Cisco
14:86:92,TP-Link
14:89:CB,Huawei
14:8C:4A,Huawei
14:9A:A3,Huawei
14:9D:09,Huawei
14:A0:F8,Huawei
14:A2:A0,Cisco
14:A3:2F,Huawei
14:A3:B4,Huawei
14:A5:1A,Huawei
14:AB:02,Huawei
14:B3:A1,Juniper
14:B9:03,Huawei
14:B9:68,Huawei
14:BC:68,Cisco
14:C1:26,Nokia
14:C7:C4,Zyxel
14:CC:20,TP-Link
14:CF:92,TP-Link
14:D1:1F,Huawei
14:D1:69,Huawei
14:D1:D4,Huawei
14:D6:4D,D-Link
14:D8:64,TP-Link
14:DA:B9,Huawei
14:DE:39,Huawei
14:E2:2A,Cisco
14:E6:E4,TP-Link
